1.000000	0.019497	0.032293	0.046396	0.031697	0.018601	0.006838	0.001765	0.055077	0.029909	0.056718	0.018050	0.030538	0.010666	0.027988	0.053158	0.036251	0.011252	0.041371	0.041245	0.001324	0.012838	0.051751	0.006899	0.001266	0.036337	0.010144	0.002806	0.033637	0.024242	0.036931	0.001489	0.032489	0.045855	0.051457	0.015287	0.023633	0.003367	0.027682	0.011994	0.001701	0.024774	0.001976	0.042562	0.055679	0.030342	0.015209	0.054448	0.002806	0.007817	0.008831	0.040775	0.027740	0.041508	0.002806	0.003183	0.037388	0.004478	0.053357	0.032110	0.027729	0.044780	0.001187	0.027285	0.027179	0.026027	0.027382	0.026542	0.049235	0.001632	0.035031	0.030936	0.024879	0.034615	0.047117	0.076841	0.021362	0.041321	0.001193	0.009996	0.028199	0.037924	0.056406	0.000467	0.012098	0.028409	0.022000	0.028813	0.002806	0.000782	0.014841	0.009923	0.040682	0.031663	0.029497	0.003367	0.041722	0.070319	0.036448	0.035066	0.001941	0.013029	0.011479	0.047807	0.051379	0.002806	0.027967	0.012865	0.032040	0.002806	0.031334	0.001118	0.039673	0.034334	0.055132	0.032030	0.000000	0.026484	0.001266	0.014650	0.001266	0.014992	0.005819	0.000995	0.011694	0.013429	0.002806	0.003740	0.002806	0.026834	0.000456	0.016965	0.039319	0.001510	0.000801	0.045581	0.018392	0.050778	0.042803	0.042622	0.028706	0.025268	0.026769	0.050458	0.023139	0.008903	0.021058	0.040290	0.021391	0.018823	0.001559	0.022271	0.001360	0.005141	0.026774	0.017363	0.041783	0.001352	0.019755	0.032838	0.033756	0.061082	0.004828	0.006177	0.031048	0.013694	0.030000	0.006241	0.039188	0.002806	0.002806	0.001624	0.027200	0.018276	0.002806	0.009458	0.025878	0.048906	0.014724	0.001580	0.029077	0.021769	0.046647	0.068730	0.069890	0.007708	0.037086	0.039152	0.022443	0.002782	0.002806	0.010824	0.060863	0.006149	0.019777	0.053809	0.022190	0.021161	0.038316	0.027758	0.002806	0.031048	0.017071	0.046909	0.001452	0.041857	0.004213	0.027436	0.002806	0.001690	0.002806	0.002806	0.026969	0.001632	0.013554	0.019159	0.052133	0.037354	0.003246	0.020888	0.054356	0.049033	0.001568	0.007248	0.057224	0.002806	0.027316	0.015125	0.038477	0.000189	0.034557	0.017294	0.016607	0.002806	0.051944	0.001232	0.042784	0.031844	0.019453	0.058226	0.002806
0.019497	0.999999	0.033152	0.049029	0.022179	0.015848	0.041700	0.004626	0.055276	0.017716	0.041948	0.020696	0.041646	0.029053	0.047115	0.036526	0.042451	0.025977	0.029975	0.049375	0.003815	0.030728	0.055349	0.015230	0.003320	0.085363	0.009991	0.007356	0.061120	0.028726	0.040933	0.003902	0.036390	0.048847	0.057331	0.015735	0.033618	0.015560	0.033630	0.014758	0.007829	0.024382	0.005181	0.053012	0.058285	0.039756	0.041540	0.050597	0.007356	0.023011	0.019252	0.041087	0.032988	0.051129	0.007356	0.003748	0.053238	0.004182	0.068217	0.022928	0.044669	0.057167	0.003112	0.025698	0.015243	0.029285	0.025659	0.027837	0.048368	0.004279	0.025200	0.029167	0.030559	0.039228	0.039634	0.053893	0.026171	0.059637	0.003127	0.012942	0.045593	0.043764	0.053009	0.002886	0.021986	0.064837	0.020595	0.042312	0.007356	0.001156	0.014451	0.020258	0.068430	0.034689	0.014138	0.005645	0.045342	0.049122	0.034498	0.032161	0.005089	0.007709	0.018917	0.047277	0.082675	0.007356	0.029268	0.020019	0.025226	0.007356	0.025138	0.002932	0.036448	0.006252	0.045601	0.020058	0.001582	0.038373	0.003320	0.024701	0.003320	0.070887	0.007314	0.004769	0.029078	0.020572	0.007356	0.004781	0.007356	0.023087	0.002414	0.028751	0.049876	0.003958	0.001414	0.049869	0.026930	0.060006	0.052328	0.034762	0.082682	0.029301	0.027515	0.054710	0.027151	0.013548	0.009362	0.039531	0.018997	0.025472	0.004086	0.030598	0.003564	0.004175	0.027640	0.050175	0.049479	0.001824	0.028123	0.048139	0.063850	0.054698	0.002060	0.009603	0.034873	0.023696	0.030679	0.015246	0.029367	0.007356	0.007356	0.004257	0.039301	0.029161	0.007356	0.062902	0.028257	0.048991	0.137333	0.009541	0.033180	0.038538	0.041581	0.039907	0.051136	0.001282	0.077530	0.050188	0.039159	0.006156	0.007356	0.015391	0.054249	0.015161	0.027742	0.041949	0.033311	0.012500	0.058153	0.035002	0.007356	0.072960	0.041346	0.052458	0.003805	0.042066	0.016729	0.054401	0.007356	0.004431	0.007356	0.007356	0.031270	0.004279	0.030731	0.021448	0.038498	0.045290	0.004903	0.028365	0.048348	0.049322	0.010900	0.005461	0.056524	0.007356	0.039383	0.027712	0.046367	0.001419	0.044999	0.055231	0.027447	0.007356	0.060684	0.005025	0.039223	0.031942	0.028117	0.047731	0.007356
0.032293	0.033152	0.999999	0.040659	0.024431	0.009892	0.007642	0.006421	0.032948	0.026540	0.042580	0.011878	0.027974	0.006483	0.044706	0.041742	0.029947	0.019530	0.032802	0.030110	0.004028	0.022097	0.039688	0.016305	0.004608	0.030960	0.013762	0.010210	0.035964	0.024912	0.028403	0.019275	0.032228	0.029401	0.041855	0.017806	0.025852	0.004459	0.016726	0.014172	0.002967	0.012072	0.007191	0.032985	0.049162	0.030950	0.013689	0.051764	0.010210	0.019528	0.014506	0.027323	0.032301	0.042651	0.010210	0.008179	0.033320	0.005804	0.037225	0.018997	0.031630	0.031276	0.004320	0.030514	0.016190	0.022796	0.030509	0.027739	0.036092	0.005940	0.034782	0.023286	0.027168	0.074408	0.071516	0.048832	0.021290	0.050326	0.004341	0.020032	0.026094	0.033979	0.057147	0.007531	0.019124	0.033826	0.015867	0.031141	0.010210	0.003696	0.007158	0.022435	0.032879	0.043756	0.018914	0.022127	0.034383	0.042761	0.032606	0.037077	0.007064	0.021163	0.011029	0.050743	0.041357	0.010210	0.036476	0.016830	0.018133	0.010210	0.018866	0.004069	0.038257	0.001133	0.051122	0.035492	0.001621	0.038548	0.004608	0.013204	0.004608	0.031915	0.002047	0.004031	0.014126	0.027734	0.010210	0.003678	0.010210	0.054411	0.002595	0.020336	0.032842	0.019482	0.000644	0.056471	0.019732	0.039030	0.047199	0.035884	0.034739	0.031952	0.024228	0.055762	0.019759	0.014898	0.003349	0.047011	0.009645	0.017860	0.005672	0.027363	0.004947	0.006229	0.024289	0.025188	0.042419	0.004527	0.025940	0.035832	0.022406	0.057784	0.027217	0.011825	0.019981	0.024529	0.020559	0.004288	0.026974	0.010210	0.010210	0.005909	0.033983	0.020680	0.010210	0.007220	0.023724	0.047461	0.026231	0.009946	0.026336	0.036872	0.051398	0.029066	0.047416	0.001714	0.039981	0.028676	0.026994	0.011932	0.010210	0.020707	0.047212	0.012006	0.021944	0.036202	0.019233	0.016988	0.044953	0.042893	0.010210	0.025977	0.017834	0.034566	0.005282	0.038602	0.012224	0.014435	0.010210	0.006151	0.010210	0.010210	0.031856	0.005940	0.012849	0.026569	0.043662	0.056638	0.003554	0.028006	0.037153	0.034694	0.005707	0.007580	0.039067	0.010210	0.021739	0.031617	0.043897	0.002218	0.038496	0.024450	0.036415	0.010210	0.041013	0.003286	0.033379	0.023185	0.029471	0.045257	0.010210
0.046396	0.049029	0.040659	0.999997	0.050028	0.028173	0.011903	0.007874	0.107258	0.034583	0.061097	0.045176	0.057644	0.006938	0.041522	0.050675	0.096044	0.021671	0.055872	0.059441	0.001930	0.023255	0.111826	0.011422	0.001937	0.054217	0.016870	0.004291	0.029003	0.060463	0.071283	0.003402	0.081959	0.059307	0.088642	0.050492	0.053517	0.014408	0.056209	0.016612	0.002304	0.025825	0.003022	0.056887	0.079605	0.077816	0.023613	0.064435	0.004291	0.018704	0.016562	0.097476	0.051852	0.048587	0.004291	0.006463	0.076609	0.003955	0.102539	0.048401	0.037014	0.125969	0.001815	0.075347	0.032552	0.051963	0.075860	0.042022	0.062793	0.002496	0.060698	0.052528	0.048234	0.047344	0.064697	0.082097	0.029968	0.066563	0.001824	0.015642	0.076106	0.063004	0.076190	0.005818	0.030122	0.031685	0.037280	0.093280	0.004291	0.005389	0.020017	0.031506	0.065259	0.043261	0.026356	0.017968	0.099820	0.071976	0.059479	0.045909	0.002969	0.007925	0.046630	0.061435	0.065386	0.004291	0.044473	0.042155	0.077197	0.004291	0.059947	0.001710	0.081008	0.010795	0.109134	0.029562	0.001488	0.038673	0.001937	0.051275	0.001937	0.043032	0.026665	0.008861	0.026758	0.029544	0.004291	0.006367	0.004291	0.038874	0.002192	0.036391	0.070219	0.002309	0.006387	0.064042	0.047965	0.069982	0.070361	0.057667	0.079133	0.066383	0.041194	0.069712	0.062079	0.018322	0.021157	0.089668	0.018912	0.020796	0.002383	0.032186	0.083706	0.007874	0.042368	0.042673	0.064244	0.002894	0.029185	0.070702	0.037260	0.075513	0.009593	0.004007	0.038964	0.026414	0.060474	0.005002	0.031729	0.004291	0.004291	0.003542	0.085856	0.055244	0.004291	0.030665	0.045310	0.113902	0.047161	0.007257	0.043704	0.049132	0.077356	0.053912	0.086887	0.007892	0.047326	0.093065	0.045261	0.011920	0.004291	0.024447	0.086513	0.015538	0.056388	0.053005	0.031649	0.024475	0.087463	0.030582	0.004291	0.066219	0.048601	0.110308	0.002220	0.107170	0.009944	0.046324	0.004291	0.002585	0.004291	0.004291	0.061128	0.002496	0.022986	0.056471	0.091580	0.082122	0.004822	0.042436	0.059163	0.066158	0.008783	0.007489	0.073419	0.004291	0.049392	0.030672	0.063060	0.011077	0.063298	0.034328	0.052967	0.004291	0.073771	0.004894	0.096064	0.047288	0.052718	0.080743	0.004291
0.031697	0.022179	0.024431	0.050028	0.999999	0.010027	0.005393	0.003301	0.064455	0.012095	0.040279	0.098406	0.156048	0.008332	0.030325	0.024641	0.033254	0.005346	0.015844	0.037345	0.003665	0.020036	0.057105	0.024082	0.002369	0.018470	0.019314	0.005249	0.017975	0.105147	0.111414	0.004922	0.161373	0.027748	0.052263	0.113523	0.037186	0.008217	0.128886	0.009092	0.001197	0.009740	0.003697	0.022175	0.046480	0.054008	0.014774	0.037777	0.005249	0.011624	0.010875	0.039947	0.095507	0.033288	0.005249	0.049104	0.034993	0.009938	0.058047	0.026122	0.031144	0.058551	0.002221	0.125508	0.013558	0.037417	0.125465	0.124750	0.041310	0.003054	0.166315	0.030538	0.040778	0.023992	0.044967	0.051113	0.026017	0.040627	0.002232	0.019638	0.036224	0.044617	0.039212	0.006397	0.023122	0.024540	0.017438	0.051023	0.005249	0.011321	0.006038	0.013671	0.044706	0.028553	0.012404	0.014111	0.050932	0.039280	0.134889	0.027864	0.003632	0.015561	0.031888	0.028919	0.034688	0.005249	0.020064	0.088001	0.037618	0.005249	0.130337	0.002092	0.052019	0.013779	0.051938	0.017825	0.001379	0.026655	0.002369	0.098422	0.002369	0.030191	0.009998	0.003800	0.017146	0.019850	0.005249	0.007779	0.005249	0.014388	0.015438	0.023196	0.119133	0.002824	0.005823	0.031223	0.107060	0.032658	0.032256	0.031457	0.041348	0.120168	0.028638	0.044856	0.134777	0.014061	0.004318	0.152098	0.007332	0.026427	0.002916	0.020665	0.002543	0.021693	0.028602	0.025788	0.049568	0.003671	0.012382	0.038954	0.023370	0.054450	0.002199	0.004041	0.034447	0.028452	0.107814	0.021626	0.007770	0.005249	0.005249	0.005046	0.031019	0.160143	0.005249	0.006952	0.032217	0.056468	0.026736	0.004162	0.024351	0.039453	0.043932	0.029217	0.046807	0.016320	0.033184	0.148940	0.032792	0.007741	0.005249	0.016058	0.055308	0.007765	0.094671	0.038825	0.015387	0.009896	0.046577	0.017917	0.005249	0.041349	0.018609	0.048674	0.002715	0.057823	0.005157	0.017286	0.005249	0.016006	0.005249	0.005249	0.143224	0.003054	0.013425	0.133260	0.140304	0.157889	0.011703	0.037473	0.033895	0.035255	0.002934	0.003897	0.035089	0.005249	0.105505	0.013233	0.035794	0.012134	0.041389	0.011363	0.038788	0.005249	0.052785	0.000790	0.049180	0.075884	0.120527	0.045029	0.005249
0.018601	0.015848	0.009892	0.028173	0.010027	1.000000	0.014947	0.002329	0.046307	0.004679	0.021273	0.014783	0.013749	0.017495	0.004286	0.015133	0.024726	0.012618	0.019909	0.015387	0.003244	0.004177	0.049910	0.001113	0.001672	0.006614	0.008604	0.003704	0.009403	0.014505	0.021506	0.001965	0.030344	0.012002	0.049401	0.014572	0.038054	0.004105	0.018304	0.002849	0.002967	0.004586	0.004736	0.022363	0.031128	0.022756	0.021842	0.014161	0.003704	0.018819	0.003924	0.013520	0.013663	0.026786	0.003704	0.003031	0.010175	0.002106	0.039417	0.011668	0.013109	0.038941	0.001567	0.014500	0.009497	0.015414	0.014488	0.011283	0.018008	0.002155	0.017287	0.024582	0.017824	0.012339	0.023113	0.032668	0.015451	0.016052	0.001575	0.014363	0.014701	0.026503	0.026693	0.002037	0.012407	0.005725	0.029703	0.034457	0.003704	0.001904	0.001429	0.009014	0.029061	0.022201	0.002254	0.014068	0.041829	0.033363	0.012932	0.010358	0.002563	0.010065	0.019611	0.020306	0.020766	0.003704	0.007008	0.013069	0.014247	0.003704	0.009528	0.001476	0.013231	0.009568	0.025190	0.008450	0.012581	0.017858	0.001672	0.007133	0.001672	0.006169	0.034125	0.015985	0.005142	0.008128	0.003704	0.029594	0.003704	0.002605	0.007530	0.012706	0.020610	0.001993	0.011637	0.017086	0.006041	0.020192	0.019025	0.016681	0.019173	0.023813	0.014586	0.018646	0.016683	0.002170	0.004209	0.021123	0.030097	0.010491	0.002058	0.008693	0.001795	0.005663	0.014855	0.023148	0.030363	0.002573	0.009442	0.020796	0.013239	0.021276	0.003951	0.002852	0.012467	0.012346	0.021705	0.005652	0.003604	0.003704	0.003704	0.002144	0.014998	0.013709	0.003704	0.001656	0.045296	0.056702	0.007280	0.005379	0.011418	0.022802	0.029191	0.011611	0.031438	0.002111	0.013017	0.028253	0.030773	0.005751	0.003704	0.004957	0.035144	0.016303	0.007412	0.028121	0.012459	0.009824	0.014810	0.016459	0.003704	0.016674	0.009989	0.029950	0.001916	0.032178	0.003148	0.017387	0.003704	0.002232	0.003704	0.003704	0.007210	0.002155	0.009133	0.019527	0.026499	0.023266	0.018556	0.015278	0.023201	0.017247	0.002071	0.002750	0.012309	0.003704	0.012440	0.012107	0.019666	0.001646	0.024052	0.002965	0.025430	0.003704	0.033516	0.011856	0.026496	0.015334	0.012807	0.030284	0.003704
0.006838	0.041700	0.007642	0.011903	0.005393	0.014947	1.000000	0.006735	0.027026	0.009069	0.013970	0.007011	0.003949	0.055111	0.001352	0.020365	0.010257	0.000346	0.016408	0.015131	0.114787	0.000810	0.019862	0.000000	0.004834	0.002686	0.005799	0.010710	0.002569	0.003200	0.004330	0.005682	0.003620	0.001075	0.014241	0.001663	0.004791	0.054837	0.007116	0.002085	0.123711	0.000377	0.010563	0.007096	0.015528	0.003422	0.003485	0.007798	0.010710	0.001989	0.000362	0.006674	0.006500	0.026523	0.010710	0.139748	0.001073	0.006088	0.019016	0.003452	0.008826	0.010880	0.004531	0.003531	0.009117	0.004864	0.003530	0.005340	0.002325	0.006231	0.002341	0.007880	0.014588	0.007392	0.006618	0.005837	0.001608	0.014724	0.004554	0.071757	0.013492	0.007456	0.006888	0.084408	0.010348	0.001950	0.029983	0.020391	0.010710	0.079380	0.006927	0.001436	0.010256	0.003752	0.002148	0.075104	0.018922	0.007928	0.003397	0.003142	0.007410	0.099814	0.004375	0.001920	0.017884	0.010710	0.005529	0.004594	0.004227	0.010710	0.004397	0.004269	0.009183	0.085317	0.008129	0.001571	0.000000	0.013124	0.004834	0.003545	0.004834	0.017345	0.087226	0.054331	0.004434	0.000596	0.010710	0.069238	0.010710	0.001166	0.164763	0.007521	0.005000	0.005763	0.139883	0.006735	0.000705	0.003590	0.022843	0.008774	0.010930	0.009388	0.001167	0.016175	0.004261	0.000607	0.006570	0.002208	0.082461	0.008679	0.005949	0.020275	0.005189	0.085856	0.001166	0.034730	0.009413	0.118774	0.001813	0.009764	0.011603	0.010952	0.122302	0.008245	0.004236	0.002445	0.011318	0.107674	0.000912	0.010710	0.010710	0.006198	0.004758	0.000667	0.010710	0.014196	0.012680	0.020316	0.001788	0.095857	0.002011	0.013158	0.024549	0.012746	0.008801	0.087499	0.007553	0.006383	0.020339	0.006539	0.010710	0.000601	0.030450	0.001499	0.000425	0.004121	0.014750	0.005044	0.004005	0.006511	0.010710	0.009634	0.013149	0.022760	0.005540	0.005897	0.000766	0.000419	0.010710	0.006452	0.010710	0.010710	0.003702	0.006231	0.005709	0.004709	0.009399	0.008763	0.064486	0.004030	0.005197	0.005263	0.005986	0.007951	0.013902	0.010710	0.003038	0.003350	0.006958	0.077719	0.010019	0.007239	0.005295	0.010710	0.020550	0.008901	0.011318	0.012259	0.001284	0.007298	0.010710
0.001765	0.004626	0.006421	0.007874	0.003301	0.002329	0.006735	1.000000	0.010037	0.001746	0.005393	0.000000	0.012293	0.004068	0.003184	0.001810	0.002835	0.006227	0.001301	0.001160	0.009100	0.006837	0.010525	0.000000	0.283844	0.003836	0.000672	0.628885	0.004752	0.002414	0.006333	0.333649	0.008031	0.005310	0.007208	0.001721	0.001194	0.002895	0.015409	0.003256	0.009751	0.007525	0.442957	0.000560	0.004524	0.004156	0.003195	0.003003	0.628885	0.001582	0.002821	0.007059	0.001769	0.006019	0.628885	0.003521	0.003419	0.357521	0.007182	0.003547	0.003653	0.012693	0.266064	0.007358	0.002176	0.002624	0.007357	0.002273	0.004563	0.365875	0.001931	0.005635	0.014177	0.001731	0.008409	0.012625	0.002048	0.005065	0.267388	0.005643	0.003167	0.003773	0.005539	0.006692	0.011902	0.000528	0.001956	0.002449	0.628885	0.007209	0.000000	0.005309	0.004855	0.006274	0.000000	0.004349	0.003680	0.001823	0.002873	0.005608	0.435101	0.007867	0.001187	0.002365	0.005239	0.628885	0.001584	0.001981	0.000404	0.628885	0.003604	0.250660	0.005072	0.006725	0.003037	0.000000	0.000000	0.002053	0.283844	0.000000	0.283844	0.001811	0.005198	0.002361	0.004129	0.001469	0.628885	0.005439	0.628885	0.002446	0.009910	0.007661	0.002786	0.338390	0.008730	0.007081	0.014247	0.009411	0.008990	0.004996	0.002249	0.008222	0.004001	0.012386	0.005809	0.001921	0.003970	0.011745	0.008035	0.008691	0.349346	0.004080	0.304728	0.006767	0.003997	0.000428	0.008992	0.010934	0.002535	0.011056	0.000000	0.006026	0.009551	0.484130	0.000647	0.020750	0.010353	0.006174	0.000829	0.628885	0.628885	0.363958	0.002608	0.001371	0.628885	0.001797	0.003007	0.005192	0.006496	0.012052	0.009881	0.002798	0.003162	0.005468	0.010531	0.005263	0.005302	0.016025	0.007361	0.009086	0.628885	0.011301	0.009820	0.004052	0.000873	0.004242	0.003385	0.000672	0.006122	0.002023	0.628885	0.003951	0.001018	0.011204	0.325336	0.012671	0.004179	0.007998	0.628885	0.378879	0.628885	0.628885	0.001204	0.365875	0.001694	0.001646	0.007942	0.008127	0.003822	0.033014	0.006891	0.007021	0.351532	0.466865	0.006008	0.628885	0.001220	0.003828	0.006671	0.005408	0.005708	0.007034	0.002577	0.628885	0.012843	0.006850	0.008550	0.008503	0.008967	0.003940	0.628885
0.055077	0.055276	0.032948	0.107258	0.064455	0.046307	0.027026	0.010037	1.000003	0.040768	0.089857	0.058086	0.080665	0.021285	0.040285	0.074054	0.138813	0.027230	0.066483	0.056911	0.003008	0.033117	0.201574	0.024801	0.003083	0.054011	0.047163	0.006831	0.053683	0.055685	0.132607	0.004412	0.098890	0.075049	0.139538	0.041025	0.084967	0.023855	0.078214	0.022072	0.005959	0.020799	0.007073	0.051472	0.110477	0.092040	0.038415	0.072192	0.006831	0.034976	0.016466	0.103422	0.076472	0.080956	0.006831	0.008860	0.063754	0.012168	0.186228	0.071699	0.060946	0.196148	0.002890	0.087174	0.028261	0.078943	0.087348	0.067339	0.065483	0.003974	0.066707	0.090823	0.079068	0.055857	0.086030	0.140134	0.046473	0.088398	0.002904	0.027110	0.079091	0.131465	0.104376	0.002283	0.043731	0.028731	0.037657	0.126509	0.006831	0.006793	0.031672	0.035922	0.099506	0.070180	0.024977	0.027490	0.128144	0.102392	0.069839	0.072586	0.004726	0.009631	0.049654	0.076273	0.081347	0.006831	0.040164	0.052825	0.083294	0.006831	0.072817	0.010523	0.101033	0.027551	0.194184	0.026257	0.000657	0.048254	0.003083	0.062194	0.003083	0.047519	0.033485	0.018127	0.038256	0.047150	0.006831	0.019357	0.006831	0.025844	0.006232	0.057487	0.095654	0.009186	0.008237	0.070971	0.055190	0.100320	0.160823	0.088233	0.093084	0.093581	0.056793	0.094676	0.074118	0.015835	0.030540	0.093922	0.032396	0.039891	0.003795	0.042779	0.003310	0.017906	0.057143	0.056385	0.126748	0.005932	0.030162	0.117943	0.052040	0.116098	0.004688	0.006244	0.060016	0.060070	0.089008	0.012645	0.031785	0.006831	0.006831	0.003953	0.077536	0.069920	0.006831	0.025006	0.088655	0.268417	0.057308	0.017242	0.058780	0.058487	0.099691	0.070412	0.112624	0.016492	0.055904	0.130732	0.068700	0.023785	0.006831	0.043261	0.178900	0.028676	0.045411	0.095464	0.041247	0.030739	0.095611	0.059080	0.006831	0.129517	0.054764	0.183379	0.003534	0.172915	0.016584	0.053340	0.006831	0.013187	0.006831	0.006831	0.079960	0.003974	0.037278	0.061199	0.112981	0.096083	0.018947	0.078515	0.075417	0.086944	0.008287	0.017469	0.072005	0.006831	0.054182	0.045160	0.090779	0.007044	0.103834	0.047194	0.057495	0.006831	0.118319	0.017107	0.136292	0.076674	0.064677	0.199267	0.006831
0.029909	0.017716	0.026540	0.034583	0.012095	0.004679	0.009069	0.001746	0.040768	1.000000	0.026285	0.009260	0.015852	0.002050	0.013475	0.040964	0.027707	0.005214	0.022210	0.020341	0.000826	0.008964	0.032302	0.005868	0.001253	0.035985	0.017621	0.002777	0.016034	0.023225	0.031534	0.001473	0.022187	0.018636	0.041219	0.011706	0.025106	0.011150	0.012271	0.009905	0.002676	0.084980	0.001956	0.023801	0.036134	0.021985	0.007657	0.034412	0.002777	0.005729	0.004704	0.039175	0.013645	0.043931	0.002777	0.005152	0.034096	0.001579	0.033365	0.034542	0.030124	0.028290	0.001175	0.016759	0.029855	0.020850	0.016756	0.017922	0.021899	0.001615	0.017133	0.016968	0.015038	0.026999	0.038825	0.036183	0.021227	0.028770	0.001181	0.003064	0.026658	0.024331	0.039974	0.015134	0.016741	0.030248	0.014899	0.030941	0.002777	0.000284	0.003523	0.018416	0.039152	0.019955	0.017466	0.002480	0.033498	0.043456	0.012435	0.023344	0.001921	0.001255	0.019097	0.016682	0.023549	0.002777	0.027545	0.007667	0.027879	0.002777	0.011310	0.001107	0.027996	0.001826	0.045774	0.027744	0.032957	0.013900	0.001253	0.025692	0.001253	0.014472	0.006207	0.001712	0.015518	0.014501	0.002777	0.002710	0.002777	0.014594	0.000593	0.019826	0.021084	0.001494	0.001220	0.042292	0.013952	0.032667	0.032051	0.043466	0.021902	0.017455	0.018642	0.043333	0.023365	0.012764	0.011356	0.018533	0.009294	0.009272	0.001542	0.005164	0.001345	0.001079	0.018619	0.023597	0.026816	0.000384	0.005706	0.041036	0.032823	0.029912	0.001555	0.008168	0.027997	0.016432	0.022939	0.001911	0.021450	0.002777	0.002777	0.001607	0.047469	0.017751	0.002777	0.024969	0.018289	0.049376	0.012959	0.005574	0.028194	0.013447	0.025085	0.041273	0.036860	0.012596	0.034912	0.030683	0.018348	0.005697	0.002777	0.017225	0.040236	0.007619	0.027395	0.041965	0.010224	0.022112	0.023877	0.018504	0.002777	0.026657	0.033093	0.046880	0.001436	0.031837	0.005683	0.018114	0.002777	0.001673	0.002777	0.002777	0.019960	0.001615	0.003500	0.012377	0.017437	0.030095	0.003257	0.017222	0.027011	0.027310	0.001552	0.002061	0.025170	0.002777	0.017073	0.014477	0.034100	0.000246	0.025641	0.023112	0.030576	0.002777	0.031326	0.000629	0.035378	0.026997	0.019180	0.032262	0.002777
